147,-,-,0.1,0.1,0.4,0.3,0.3,0.5,0.9,0.7,0.9,1.0,1.6,0.9,0.3,1.0,0.7,0.7,0.6,0.4,0.0,0.2,0.1,0.1,0.1,0.0,-,0.1,-,0.1,-,-,0.1,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
148,-,0.1,0.0,0.1,0.3,0.7,0.6,0.4,1.2,0.9,0.6,1.0,1.8,1.1,1.3,1.5,0.9,0.6,0.7,0.3,0.6,0.2,0.3,0.1,0.1,0.4,0.3,0.4,0.1,0.0,0.0,0.0,-,0.1,-,0.0,0.0,-,-,-,0.0,-,-,-,0.0,-,-,-,-,0.0,-,-,-,-,-,-,-,-,0.0
149,0.0,0.0,0.0,-,0.5,0.4,0.7,1.1,0.9,0.9,1.2,1.2,1.7,1.5,1.7,1.1,0.8,0.6,0.9,0.5,0.6,1.1,0.7,0.5,0.3,0.3,0.0,0.0,0.6,0.1,0.1,-,0.2,0.1,0.1,0.0,-,0.1,0.0,0.1,0.1,-,-,0.1,-,0.0,-,-,-,-,-,-,-,0.0,-,-,-,-,-
150,0.1,0.1,0.0,0.3,0.5,0.7,0.6,1.0,1.3,1.2,2.2,2.0,2.2,2.4,2.1,1.5,1.3,1.7,1.2,1.1,1.0,1.2,0.8,0.7,0.5,0.5,0.5,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,-,0.0,0.0,-,0.0,-,-,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,0.0
151,0.0,0.0,0.3,0.2,0.6,0.6,0.7,1.2,1.5,1.7,2.9,2.8,2.7,3.0,3.0,3.6,2.8,1.0,1.8,1.2,1.8,1.9,1.0,1.6,0.5,0.7,0.5,0.3,0.4,0.3,0.2,0.1,0.4,0.3,0.1,0.0,0.2,0.1,0.2,0.0,-,0.2,-,0.1,-,-,0.0,0.0,0.1,-,-,-,-,-,-,-,-,-,-
152,0.0,-,0.0,0.1,0.1,0.7,1.2,0.9,1.5,2.6,2.6,3.0,3.8,4.3,3.2,3.1,3.4,2.9,2.8,2.3,3.0,1.7,1.6,1.2,1.0,1.0,0.4,0.8,0.4,0.2,0.2,0.0,0.5,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.2,-,-,0.0,0.0,-,-,-,-,-,-,-,0.0,-,-,-,-,-
153,-,0.0,-,0.0,0.2,0.3,0.4,1.3,1.3,1.4,3.3,2.6,4.1,4.0,4.3,3.4,5.0,3.9,2.5,3.1,2.8,2.9,1.4,1.2,1.2,1.0,0.9,0.7,0.6,0.5,0.3,0.4,0.3,0.1,0.1,0.3,0.0,-,0.1,0.1,0.0,0.0,0.0,0.1,-,0.0,0.1,0.0,-,0.0,-,-,-,0.0,-,-,-,-,-
154,-,-,-,0.0,0.1,0.4,0.7,1.1,1.8,2.5,3.0,2.8,3.4,4.4,3.4,4.7,4.2,3.9,3.7,3.3,2.3,2.2,2.2,2.1,1.5,1.4,1.7,0.5,0.6,0.6,0.7,0.4,0.6,0.3,0.4,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,0.0,-,-,-,-,-,-,0.2
155,-,-,-,-,0.2,0.2,0.5,0.8,1.5,1.7,2.5,2.7,3.5,4.2,3.8,5.4,5.4,5.4,4.4,3.6,3.7,3.6,3.4,2.7,1.6,1.2,1.8,0.5,1.6,1.1,0.7,0.5,0.3,0.6,0.3,0.5,0.1,0.1,0.2,0.2,0.1,0.1,-,0.0,-,0.0,0.1,-,-,0.0,-,-,-,0.2,-,-,-,-,0.0
156,0.1,-,-,0.1,0.2,0.2,0.1,0.4,1.0,1.9,2.8,2.9,3.8,4.9,5.9,4.3,4.8,5.1,4.6,4.6,4.9,3.8,2.7,3.2,2.1,1.5,1.3,0.5,0.8,0.6,0.4,0.5,0.5,0.2,0.1,0.4,0.1,-,0.5,0.3,0.1,0.1,0.2,0.0,0.1,0.2,0.1,-,-,0.0,-,-,0.1,0.0,-,0.1,-,-,0.1
157,0.2,0.1,-,0.0,0.1,0.1,0.7,0.5,0.6,2.0,3.1,2.3,3.9,4.8,4.6,4.3,3.8,5.2,5.4,4.1,3.8,3.7,3.0,4.1,2.9,2.5,1.3,0.8,1.1,1.4,1.1,0.6,0.5,0.3,0.3,0.4,0.2,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-,-,-,-,0.2,-,0.0,-,0.1,0.0,0.1
158,-,-,-,-,0.1,0.5,-,0.6,0.8,1.0,1.8,2.0,2.8,3.8,4.3,4.1,4.3,4.9,5.2,4.6,4.3,4.5,3.2,2.7,2.7,2.0,2.2,1.1,1.7,1.5,0.8,0.7,0.7,0.5,0.5,0.5,0.2,0.3,0.1,0.4,0.1,0.2,0.2,0.2,0.3,0.1,0.0,-,0.1,-,0.1,-,0.0,-,0.0,0.1,-,-,0.2
159,-,-,-,-,0.0,0.2,0.1,0.3,0.6,1.0,1.5,1.1,2.1,2.1,3.5,3.2,3.6,4.6,4.7,5.6,3.4,4.1,2.6,4.3,2.8,2.1,1.5,2.3,0.9,1.4,1.0,1.2,0.2,0.6,0.5,0.7,0.5,0.9,0.2,0.1,0.3,0.5,0.1,0.2,0.2,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-,0.2,-,-,0.3
160,-,-,-,-,-,0.0,0.1,0.3,0.6,0.4,0.8,2.0,1.8,2.5,2.6,3.5,3.9,3.6,5.0,3.9,4.2,4.1,3.4,3.2,2.3,2.0,1.3,1.8,1.2,0.9,1.6,0.9,0.5,0.8,0.2,0.4,0.5,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.1,-,0.2,0.0,-,0.0,0.0,-,-,0.0,0.0,-,0.0,0.2,0.1
161,-,-,-,-,-,-,-,0.1,0.1,0.9,0.8,0.7,1.2,1.4,2.2,3.6,2.8,2.5,4.6,3.2,2.9,4.1,2.6,3.5,2.5,2.5,2.0,1.5,0.9,1.2,0.6,0.4,0.4,0.7,0.4,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.0,0.0,-,0.0,0.1,0.1,0.2,0.1,-,-,0.1,0.0
162,-,-,-,-,-,0.0,0.0,0.2,0.1,0.2,0.4,0.4,0.9,2.4,1.9,2.2,2.1,2.5,3.2,3.2,3.1,3.2,3.4,1.9,1.8,1.9,2.0,1.2,2.2,1.0,1.6,0.4,0.6,1.0,0.2,0.5,0.2,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.0,0.1,-,-,-,-,-,0.2,0.1,0.3
163,-,-,-,-,-,0.0,0.2,-,0.2,0.1,0.3,0.4,0.4,1.0,1.2,1.4,1.8,2.5,2.2,3.6,2.1,3.1,2.2,2.6,1.8,1.7,1.4,1.5,1.2,0.6,0.6,0.8,0.5,0.4,0.4,0.7,0.1,0.6,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,-,0.1,0.0,0.0,0.1,0.1,-,0.1,0.1,-,0.1,-,0.0
164,-,-,-,-,-,-,-,0.1,0.2,0.2,0.1,0.4,0.1,1.6,1.1,1.1,1.4,1.5,2.4,1.7,1.8,2.2,1.9,2.0,1.6,1.5,1.1,1.4,1.0,0.5,0.5,0.8,0.3,0.2,0.3,0.1,0.4,0.5,0.2,0.1,0.2,0.0,0.2,0.3,0.2,0.1,0.0,0.0,0.1,0.0,-,0.1,0.0,-,0.0,-,-,0.0,0.0
165,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.3,0.1,0.8,0.3,1.9,1.7,0.8,1.4,1.6,1.1,1.4,1.6,1.7,1.3,1.3,1.3,1.3,1.2,0.6,0.9,0.5,0.5,0.2,0.4,0.5,0.2,0.4,0.2,0.2,0.2,0.2,-,-,0.3,0.1,0.1,0.0,-,-,0.1,0.0,-,-,0.0,-,-,0.0,0.0
166,-,-,-,-,-,-,-,-,0.2,0.2,0.1,-,0.3,0.4,0.8,0.8,0.8,1.1,1.2,0.8,0.9,1.1,1.2,0.8,0.4,1.4,0.9,0.7,0.5,0.8,0.5,0.4,0.4,0.4,0.2,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,-,-,-,-,-,0.1,-,-,-,0.0,0.1,-,-,-,0.1
167,-,-,-,-,-,-,-,-,0.1,0.0,0.1,0.0,0.3,0.1,0.1,0.4,0.4,0.4,0.3,0.7,0.6,0.8,0.5,0.5,0.7,0.4,0.7,0.7,0.5,0.5,0.4,0.2,0.2,0.2,0.3,0.1,0.1,0.1,-,0.0,0.1,0.0,-,0.1,0.1,0.1,0.0,0.0,-,-,-,-,-,0.0,0.1,0.0,-,-,0.1
168,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.4,0.4,0.2,0.7,0.4,0.7,0.6,0.5,0.7,0.9,0.5,0.5,0.7,0.3,0.2,0.3,0.2,0.3,0.2,0.0,0.4,0.2,0.0,0.1,0.2,0.1,0.1,0.2,0.2,0.0,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.4
169,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1,0.0,-,-,0.2,0.5,0.6,0.1,0.5,0.5,0.7,0.5,0.6,0.8,0.3,0.4,0.1,0.5,0.4,0.1,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0.1,-,0.3,-,0.2,0.1,-,0.1,0.0,0.0,0.1,-,-,-,-,-,-,-,-,0.1
170,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1,0.1,-,0.1,0.4,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.0,0.3,0.2,0.3,0.1,0.3,0.4,0.1,0.1,-,0.0,0.1,0.1,0.0,0.1,-,-,-,0.0,-,-,0.1,-,-,-,-,-,-,-,-,-,0.0
171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,0.1,0.1,0.2,-,0.1,0.2,-,0.3,0.0,0.3,0.3,0.1,0.1,0.3,-,0.0,0.0,-,0.1,0.1,0.0,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-
172,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.1,-,-,-,-,-,-,0.1,0.1,0.1,0.3,0.2,-,-,0.0,0.1,0.1,0.1,-,0.0,0.0,0.1,-,-,-,-,0.1,-,0.1,-,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,0.2
173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.2,-,0.1,-,0.1,-,0.0,0.1,0.0,0.2,0.0,-,-,0.1,0.0,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.1,-,-,0.1,0.0,0.1,0.0,0.0,0.0,-,-,0.0,-,-,0.0,-,0.2,0.0,-,-,-,-,-,0.1,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-
175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,0.3,-,-,0.2,-,0.1,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0,0.1,-,-,-,-,-,-,-,-,-,0.0
176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,0.0,0.0,-,-,-,-,-,-,0.0,-,-,-,0.0,-,0.1,-,0.0,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
