130,-,-,-,0.0,0.1,1.5,2.7,4.0,6.2,7.3,9.6,6.6,4.9,3.8,1.9,1.8,1.4,1.8,0.9,0.4,0.3,0.2,0.2,0.0,0.0,0.0,-,0.1,-,0.1,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-
131,-,-,-,-,0.5,0.5,1.8,3.8,7.4,8.0,8.6,6.0,6.1,4.5,2.1,2.7,1.9,1.4,1.3,0.9,0.8,0.7,0.5,0.1,0.1,0.3,0.1,0.0,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-
132,-,-,-,-,0.3,0.4,1.6,3.5,5.1,7.5,8.3,8.3,5.9,5.3,4.0,2.5,2.0,1.1,1.5,1.1,0.4,0.5,0.9,0.5,0.1,0.1,0.1,0.1,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
133,-,-,-,-,0.1,0.0,0.5,2.2,4.5,6.9,7.0,7.6,6.9,5.8,4.4,3.9,3.0,1.6,1.7,1.1,1.4,1.5,0.5,0.3,0.5,0.4,0.3,0.1,0.0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
134,-,-,-,-,-,0.1,0.4,1.5,3.2,5.0,7.4,8.5,7.5,6.3,4.6,3.6,3.6,2.8,2.6,2.2,2.0,1.1,0.7,0.6,0.6,0.2,0.3,0.0,0.1,0.2,0.1,-,0.0,-,-,-,-,-,-,-,-,-,-,-
135,-,-,-,-,-,0.1,0.2,1.3,1.8,4.4,5.3,5.9,6.3,7.3,5.2,4.4,3.2,2.4,3.0,1.9,1.0,1.1,0.9,0.7,1.1,0.3,0.2,0.3,0.2,-,0.3,-,0.1,-,-,-,-,-,-,-,-,-,-,-
136,-,-,-,-,-,0.0,0.0,0.4,1.7,2.6,5.0,5.4,6.4,6.0,4.6,4.4,3.8,2.8,2.6,1.8,1.1,2.4,0.8,1.0,0.6,0.1,0.3,0.2,0.0,-,0.2,-,-,-,0.0,-,-,-,-,0.0,-,-,-,-
137,-,-,-,-,-,0.0,-,0.3,0.6,1.1,3.4,4.4,5.8,5.6,4.6,4.3,3.2,2.9,2.4,2.3,2.0,1.0,1.0,1.2,0.7,0.8,0.2,0.0,0.2,0.2,0.0,0.2,0.1,-,-,0.0,0.1,-,-,-,-,-,-,0.0
138,-,-,-,-,-,-,0.1,0.3,0.3,1.3,1.7,2.9,5.1,5.2,5.8,3.5,3.6,4.4,2.3,2.8,2.2,1.3,1.9,1.5,0.6,0.3,0.5,0.9,0.3,0.1,0.2,0.2,0.1,0.0,-,-,0.0,-,-,0.0,0.0,-,-,-
139,-,-,-,-,-,-,0.0,0.2,0.4,0.3,1.1,2.5,4.2,4.6,4.3,3.5,3.2,2.7,2.4,2.1,1.4,1.4,2.0,1.4,1.0,0.6,1.2,0.6,0.6,0.2,0.2,0.2,0.2,0.2,0.0,0.1,-,0.1,0.0,-,-,-,-,-
140,-,-,-,-,-,-,-,-,0.2,0.5,1.1,1.6,1.9,2.5,4.0,4.5,3.7,3.8,3.0,2.0,2.5,1.4,1.2,1.3,1.1,0.8,0.4,1.0,0.3,0.0,0.1,0.2,0.5,0.0,0.1,0.1,-,0.0,-,-,-,-,-,-
141,-,-,-,-,-,-,-,-,0.2,0.2,0.5,0.6,0.9,1.7,3.4,2.0,2.6,2.4,2.4,2.4,2.0,1.7,1.0,1.4,0.7,0.5,0.6,0.7,0.5,0.4,0.1,0.1,0.0,0.2,0.1,0.0,0.1,0.1,-,0.0,0.0,-,-,0.0
142,-,-,-,-,-,-,-,-,-,0.0,0.0,0.5,1.1,2.0,1.4,2.3,1.7,2.7,2.4,2.2,1.7,1.4,1.6,0.7,0.5,1.0,0.5,0.8,0.1,0.5,0.2,0.6,-,0.1,0.1,0.1,0.0,0.0,-,0.0,-,0.0,0.0,-
143,-,-,-,-,-,-,-,-,-,0.1,0.0,0.3,1.0,0.9,1.8,1.9,1.5,1.5,1.9,2.4,0.9,1.5,1.4,1.0,0.8,0.3,1.0,0.7,0.3,0.5,0.3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.5,-,0.0,0.0,0.1
144,-,-,-,-,-,-,-,-,-,0.1,-,0.5,0.6,0.7,1.1,1.7,1.5,1.3,1.4,1.7,1.2,1.4,1.2,0.7,0.2,0.7,0.5,0.8,0.5,0.7,0.2,0.4,0.1,0.2,0.2,-,-,0.1,-,-,0.0,0.1,0.0,0.1
145,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.4,0.5,0.5,1.2,0.9,1.0,0.9,1.0,1.7,1.3,0.9,0.6,0.8,0.4,0.8,0.7,0.2,0.1,0.1,0.2,0.0,0.2,0.0,0.2,0.4,-,0.1,0.0,0.0,0.0,0.1
146,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1,0.1,0.1,0.1,0.5,0.4,0.5,0.8,1.8,0.8,0.6,0.4,0.3,0.6,0.5,0.6,0.5,0.2,0.4,0.2,0.1,0.1,0.1,0.0,-,0.0,-,0.0,0.3,0.3,0.0,0.1
147,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.4,0.1,0.3,0.5,0.1,0.7,0.4,0.9,0.8,0.6,0.4,0.3,0.6,0.5,0.5,0.1,0.1,0.6,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,-,-,-,0.0,0.0
148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.3,0.4,0.1,0.3,0.6,0.5,0.3,0.4,0.5,0.7,0.2,0.5,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.1,0.3,0.0,0.1,-,-,0.0,-,-,0.1
149,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.2,0.1,0.1,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.0,0.1,0.3,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,-,0.0,-,0.1,0.0
150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1,0.1,0.5,0.0,0.1,0.2,0.3,0.5,0.4,0.4,0.0,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.2,0.0,0.1,-,0.2,-,-,0.1,0.3
151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.3,0.1,0.2,0.3,0.3,0.1,0.2,0.2,0.0,0.2,0.1,0.1,0.1,0.2,0.1,0.1,-,0.2,0.0,0.0,-,-,-,0.1
152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.0,0.1,0.1,0.0,-,0.2,0.1,0.0,0.2,0.1,-,0.0,-,-,-,0.3
153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.0,0.2,-,0.1,0.1,-,0.0,0.0,-,0.0,0.1,0.2,0.0,0.0,-,0.0,-,-,-,0.0
154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.2,-,0.0,-,-,-,-,-,0.0,0.0,0.0,-,-,-,-,-,0.0
155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,0.1,-,-,0.1,0.0,-,-,0.0,0.0,0.0,-,0.1,-,0.1,-,0.0,-,0.0,-,-,-,-
156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.1,-,0.0,-,-,-,0.0,0.0,-,-,0.0,-,0.4
