146,-,-,-,-,0.0,0.0,0.5,0.2,0.2,0.4,0.8,1.1,1.4,1.2,0.8,1.7,1.3,1.3,1.3,0.7,0.8,0.6,0.5,0.7,0.2,0.2,0.3,0.2,0.2,0.3,0.1,0.0,0.1,0.1,0.0,0.1,-,0.0,0.0,-,-,-,-,-,-,-,0.1,-,-,-,-,0.0,-,-,-,-,-,-,0.0,-
147,-,-,-,0.0,0.0,0.2,0.1,0.1,0.5,0.6,0.6,1.5,1.3,1.7,1.8,1.8,1.9,2.0,1.5,1.0,1.3,1.0,0.7,0.7,0.7,0.4,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
148,-,-,-,-,0.1,0.0,0.1,0.5,0.4,0.4,1.1,1.3,1.5,1.8,2.1,2.2,2.7,2.0,2.5,2.1,1.7,1.6,1.3,0.9,0.9,0.8,0.9,0.6,0.3,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,-,-,-,0.1,-,-,0.0,0.0,-,-,-,0.0,-,-,0.0,-,-,-,-
149,-,-,-,0.0,-,0.1,0.1,0.2,0.7,0.4,0.7,1.5,1.7,2.2,2.4,2.9,3.0,3.5,3.0,3.2,3.2,2.4,1.4,1.7,0.9,0.9,1.1,0.7,0.9,0.3,0.4,0.6,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,-,0.0,0.0,-,0.0,-,-,-,-,-,-,-,0.0,-,0.0,-,-,-
150,-,-,-,-,0.1,0.0,0.0,0.1,0.5,0.6,1.1,2.4,1.8,2.2,2.7,3.4,2.6,3.6,2.8,2.7,3.0,3.1,2.3,2.4,1.7,1.8,1.2,1.2,0.8,0.4,0.4,0.2,0.4,0.1,0.1,0.3,0.1,0.0,0.1,0.0,0.1,-,-,0.1,-,-,0.0,0.0,0.0,-,-,-,-,-,0.0,-,-,-,-,0.0
151,-,-,-,-,-,0.0,0.1,0.1,0.3,0.5,0.8,1.0,2.0,1.8,3.1,3.5,3.7,3.9,4.9,3.6,3.7,4.3,3.2,3.1,2.8,2.1,1.3,1.3,0.7,0.9,0.6,0.4,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.0,0.2,0.0,0.1,0.0,0.1,-,-,0.0,-,0.1,-,-,-,-,-,-,-,0.1
152,-,-,-,-,-,0.0,-,0.1,0.2,0.4,0.6,1.0,1.8,2.3,3.4,4.0,3.8,4.6,5.2,5.1,4.0,5.3,3.4,3.2,2.5,2.0,2.0,1.3,1.1,1.0,0.6,0.7,0.6,0.3,0.3,0.3,0.2,0.1,0.3,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,-,-,0.0,0.0,0.0,-,-,-,0.0,-,-,0.0,-
153,-,-,-,-,-,-,0.0,0.1,0.2,0.3,0.4,1.2,1.5,2.0,2.7,3.6,4.6,5.0,4.9,5.0,5.3,4.5,5.0,3.8,2.7,3.4,2.8,2.4,1.4,1.2,1.6,0.8,0.8,0.5,0.2,0.5,0.3,0.3,0.2,0.2,0.1,0.3,0.2,0.4,0.1,-,0.0,0.0,0.1,-,-,0.0,0.1,0.0,-,0.0,-,0.0,-,-
154,-,-,-,-,-,-,-,-,0.1,0.2,0.5,1.0,1.3,1.8,2.1,3.4,3.2,4.7,5.2,4.7,5.6,5.9,4.5,4.3,3.7,3.1,2.2,2.1,2.0,1.4,1.2,1.0,1.1,0.6,0.7,0.5,0.3,0.3,0.3,0.2,0.3,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,-,-,0.0,-,0.0,0.0,0.1,-,-
155,-,-,-,-,0.0,-,-,0.0,0.0,0.2,0.6,0.6,0.7,1.4,2.3,2.4,3.6,5.0,5.2,4.7,5.2,5.7,4.4,5.3,5.0,3.7,3.1,3.3,2.5,2.1,1.8,1.0,0.9,1.3,0.6,0.8,0.5,0.6,0.2,0.2,0.3,0.2,0.4,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.0,-,0.0,0.0,-,-,0.0,-,0.0,0.2
156,-,-,-,-,-,-,-,-,0.0,0.0,0.1,0.5,0.7,1.0,1.5,2.5,3.3,3.9,4.7,4.4,5.2,5.6,5.6,5.0,4.4,3.6,3.1,3.0,2.5,2.0,2.0,1.6,1.4,1.6,1.3,0.9,0.3,0.6,0.3,0.3,0.2,0.2,0.4,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,-,0.1,0.0,0.1
157,-,-,-,-,-,-,-,-,-,0.2,0.1,0.5,0.4,0.8,1.5,1.9,1.7,3.5,3.8,4.2,5.7,5.0,4.1,4.6,3.3,4.2,2.8,3.3,2.6,3.1,1.7,1.6,1.1,1.2,1.1,0.5,0.5,0.5,0.5,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1,-,0.2,0.0,0.0,-,-,0.0,0.0,0.0,0.1
158,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.2,0.5,1.1,1.7,1.5,2.4,3.0,3.5,3.6,4.1,4.2,4.1,4.5,4.4,3.1,3.4,3.0,2.5,2.5,1.4,1.1,1.1,0.7,0.7,0.4,0.6,0.5,0.4,0.3,0.3,0.5,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.2,0.1,0.0,-,0.0,0.1,0.1,-,-,0.1
159,-,-,-,-,-,-,-,-,-,-,0.0,0.1,0.3,0.2,0.6,1.1,1.9,1.4,2.5,2.8,3.8,2.8,3.9,3.1,3.7,3.3,3.7,2.0,2.6,1.9,2.4,1.2,1.0,1.1,0.6,0.8,0.6,0.3,0.3,0.3,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,-,-,0.1
160,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.4,0.3,0.6,1.3,0.9,1.5,2.8,2.4,3.2,3.7,3.5,3.4,2.7,2.2,3.1,2.0,2.8,1.6,1.1,1.3,1.2,1.2,0.4,0.6,0.6,0.4,0.2,0.4,0.0,0.0,0.3,0.2,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-,0.0,0.0,-,-,-,0.3
161,-,-,-,-,-,-,0.0,-,-,-,-,-,0.1,0.1,0.3,0.4,0.9,0.9,1.3,1.8,1.8,2.6,2.4,2.1,2.7,2.1,2.8,1.7,1.7,2.0,1.4,1.3,0.9,1.2,1.0,0.7,0.4,0.3,0.5,0.5,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.1,-,0.0,-,0.0,-,0.2
162,-,-,-,-,-,-,-,-,-,0.0,-,0.0,-,-,0.0,0.3,0.4,0.7,0.7,1.3,1.7,2.0,2.1,2.0,2.1,2.2,2.3,2.6,1.9,1.8,1.6,0.7,1.0,0.7,0.8,0.7,0.6,0.5,0.5,0.3,0.4,0.2,0.4,0.1,0.2,0.2,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.1,-,-,-,-,0.1,0.2
163,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1,0.1,0.0,0.2,0.6,0.9,1.0,0.8,1.5,1.6,1.6,1.7,1.1,1.6,1.5,1.6,1.2,0.9,0.9,0.7,0.9,0.6,0.2,0.4,0.3,0.3,0.4,0.1,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-,0.1
164,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,0.4,1.0,1.0,0.5,0.7,0.8,1.5,0.9,1.3,1.3,1.4,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.4,0.4,0.5,0.1,0.1,0.3,0.2,-,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.0,-,0.0,0.2,0.0,-,0.0,0.0,-,0.1
165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.6,0.3,0.5,0.8,0.5,1.0,0.7,0.7,1.1,1.0,0.7,0.8,0.6,1.1,0.6,0.3,0.8,0.2,0.2,0.4,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.2,0.0,-,0.0,-,-,-,0.0,0.0,0.0,0.1,0.1
166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.5,0.4,0.6,0.5,0.5,0.9,0.5,0.6,0.3,0.2,0.3,0.4,0.2,0.2,0.3,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,-,0.2,-,0.0,0.0,0.0,-,-,0.1
167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.1,0.2,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.5,0.3,0.4,0.6,0.2,0.2,0.3,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-,0.1,0.0,-,0.0,0.1,-,0.1,0.0,-,-,-,0.0,-,0.1
168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,-,0.2,0.1,0.0,0.1,0.6,0.2,0.2,0.3,0.5,0.3,0.2,0.1,0.2,0.3,0.2,0.1,0.0,0.0,0.2,0.0,0.1,0.0,-,0.1,-,0.0,0.0,-,-,0.0,-,-,-,-,-,-,0.0,-,0.1
169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.1,-,0.1,0.1,0.2,-,0.3,0.2,0.5,0.2,0.1,0.1,0.1,0.3,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.1,-,0.1,0.0,0.1,-,-,-,-,0.1,-,0.0,-,-,0.1,-,-,-,-,0.1
170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,-,0.0,0.1,0.0,-,0.2,0.1,0.0,0.1,-,0.1,-,-,-,-,-,0.1,-,-,0.1
171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,0.1,0.0,0.0,-,0.0,0.1,0.1,0.1,0.1,0.1,-,0.1,0.0,0.1,0.0,0.1,0.0,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-
172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-,0.0,-,0.1,0.1,0.1,0.0,-,0.0,0.1,-,-,0.0,-,0.0,0.0,-,0.1,0.0,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,-,0.1,0.0,-,-,0.1,-,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0,-,0.1,-,-,-,-,-,0.0,-,-,0.1,-,-,0.0
