130,-,-,-,0.3,0.1,0.5,0.4,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
131,0.1,0,0,0.3,0.1,0.2,0.7,0.5,0.5,0.3,0.2,0.1,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
132,-,-,-,0.1,0.2,0.2,0.7,0.3,0.3,0.5,0.5,0.1,0.1,0.2,0,-,0,-,-,-,-,0.2,0.1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
133,-,-,0,0.1,0,0.6,0.6,0.5,0.5,0.8,0.3,0.6,0.3,0.1,0.1,0.3,0,0.1,0.1,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
134,-,-,-,0,0.2,1.1,0.7,0.8,0.9,0.7,1.2,0.6,0.7,0.1,0.1,0.6,0,0,-,0.1,0,0,0.1,0.1,0,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,-,-,0.1,0,0.1,0.3,0.7,1.7,1,2.4,1,0.9,0.7,0.5,0.3,0.2,0.2,0.2,0,0.3,0.1,-,-,0,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136,-,-,0,-,0.2,0.4,1,1.6,2,1.6,1.2,1.3,0.9,0.9,1.2,0.6,0.2,0.3,0.3,0.1,0.3,-,0,0.1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
137,-,-,-,-,0.2,0.2,0.7,1.2,1.4,2,2.5,2.1,1.7,1.9,1.5,0.7,0.8,0.8,0.3,0.1,0.4,0,0.1,0,0,0.4,0.1,0.1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
138,-,-,-,-,0,0.1,0.6,1.1,1.7,1.9,2.7,2,1.9,2,1.5,0.9,1.3,0.7,0.4,0.5,0.2,0.1,0.3,0.1,0,0,0.1,0,0.1,-,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,-,-,-,-,-,0,0.4,1.3,1.3,2.2,4,2.4,3.1,2.1,1.8,1.3,1.2,0.8,0.5,0.7,0.4,0.5,0.2,0.2,0.1,0.1,-,0,-,0.1,-,0.1,-,-,-,-,-,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,-,-,-,-,0,0.1,0.3,1,0.9,1.7,3.1,2.9,2.8,2.7,3,2,1.9,1.4,1.1,0.5,0.9,0.7,0.5,0.2,0.3,0.1,0.2,0.1,0.1,-,0.1,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
141,-,-,-,-,-,0.1,0.1,0.8,1.3,2.1,3.5,3.2,3.8,4.1,2.7,2.6,1.6,1.3,1.2,1.1,0.5,0.5,0.3,0.8,0.7,0.1,0.2,0.2,0.1,0,-,0,0.1,0.2,-,-,-,-,0.3,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-
142,-,-,-,-,-,-,-,0.6,0.4,2.3,2.3,3.4,3.4,3.3,3.8,3.6,2.8,2.2,1.7,1.5,1.3,1.5,1,0.8,0.8,0.3,0.2,0.4,0,0.3,0.2,0.1,0,0.1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
143,-,-,-,-,-,-,-,0.3,0.6,1.5,1.8,3.7,3.4,4,4.3,3,3.4,2.8,2.4,2.2,1.7,1.3,1.1,0.6,0.9,1.3,0.5,0.4,0.3,0.1,0.2,0.2,0.2,-,0.1,0.2,-,0.1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
144,-,-,-,-,-,-,-,0.5,0.2,0.8,1.8,2.6,2.8,4.6,3.7,4.1,3.7,4.1,2.9,2.8,1.7,1.7,1.5,1.1,0.4,0.6,0.6,0.3,0.6,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,-,-,-,0.1,-,-,-,-,0,-,-,-,-,-
145,0,-,-,-,-,-,-,-,0.3,0.9,1.1,1.2,2.4,4,4.6,4.2,4.6,3.9,3.9,3.2,3.1,2.2,1.3,1.6,1.3,0.8,1.1,0.3,0.7,0.2,0.2,0.1,0.1,0.1,0,0,0.2,0.1,-,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-
146,-,-,-,-,-,-,-,0,0.1,0.4,0.8,2.1,2.2,2.8,4.3,4.8,5.3,5.6,3.4,3.9,3.3,2,2.6,2.2,1.5,1.6,0.6,0.7,0.5,0.7,0.5,0.1,0.3,0.1,0.6,0.2,-,0.1,-,0,-,0,-,0,0,-,-,-,-,-,-,-,-
147,-,-,-,-,-,-,-,-,0.2,0.4,0.7,1.2,2.2,2.9,4.8,4.5,4.7,5.5,3.5,4.7,4.2,3.4,3.5,2.6,1.9,1.2,1.1,1.1,0.9,0.6,0.4,0.2,0.5,0.1,0.6,0.4,0.2,0.1,0.1,0.1,-,-,-,0,-,-,0,-,-,-,-,-,-
148,-,-,-,-,-,-,-,0,0.1,0,0.6,0.6,0.8,2.6,3.5,4.2,5.9,5.3,5.5,4.1,4.4,2.8,3.4,2.7,2.4,1.5,1.3,1.5,1,1.1,0.7,0.7,0.4,0.5,0.4,0.4,0.2,0,0.1,0.2,0.1,0.1,0,0,0.1,-,-,-,-,-,0.1,-,-
149,-,-,-,-,-,-,-,-,-,0.1,0.2,0.5,1.4,1.3,2,3,4.4,5.4,5.1,6,5.4,4.8,3.2,3.4,2,2.2,1.8,1,1.2,1.5,0.8,0.8,0.6,0.6,0.5,0.4,0.3,0.4,0.3,0.3,0,0.2,0.1,0.1,0.1,-,-,-,0,0.1,-,-,-
150,-,-,-,-,-,-,-,-,0,0,0,0.2,0.9,0.9,2,3.1,3.5,4.3,4.6,4.2,4.7,4.9,3.1,3.9,3.3,3.2,2.6,2.4,1.5,1.2,1.1,0.5,0.5,0.8,0.7,0.8,0.6,0.4,0.1,0.3,0.5,0.2,0.1,0.1,0.1,0.3,-,0.1,-,-,-,0,0.1
151,-,-,-,-,-,-,-,-,-,-,0,0.4,0.1,0.8,1,1,2.9,3.5,4.8,3.8,5.2,3.1,3.5,4.4,2.7,2.6,2.4,1.7,2.2,1.3,1.4,0.7,0.5,0.6,0.7,0.2,0.7,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0,0.1,0,0.1,0.1,0.1,0.1,0,0
152,-,-,-,-,-,-,-,-,-,-,0.2,0,0.4,0.7,0.9,1.2,1.9,2.5,2.9,3.4,4.7,4.5,3.9,3.8,3.3,3.1,2.2,3,1.7,1.5,2.1,1.9,1.1,0.7,0.9,0.6,0.6,0.8,0.6,0.6,0.1,0.1,0.3,0.1,0.1,0.2,0,0.2,0,0,0,0.2,0
153,-,-,-,-,-,-,0,-,-,0,-,0,0,0.2,0.3,0.8,2.1,2.5,2.2,3.1,2.9,4.3,3.4,3.4,3.4,2.3,3.2,2.9,0.9,1.6,1.7,1.4,0.8,1.1,0.8,0.8,0.4,0.6,0.4,0.2,0.5,0.3,0.1,0.2,0.2,0.3,0,0,0.1,0.1,0.1,0.1,0.2
154,-,-,-,-,-,-,-,-,-,-,-,-,0,0.2,0.3,0.6,1.1,1.9,2.1,2.3,2.4,2.2,2.6,2.3,2.8,2.6,3,1.9,2.2,1.7,1.6,1,1.1,1.1,0.7,0.9,0.5,0.2,0.2,0.4,0.4,0.3,0.3,0.3,0.1,0.1,0.1,-,0,0.2,-,0.1,0
155,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.2,0.3,0.6,1.5,2,1.6,2.4,1.9,2.8,2.5,2.1,2.1,2.4,1.6,1.8,1.3,0.6,0.8,0.4,0.7,0.6,0.5,0.7,0.7,0.3,0.5,0.1,0.3,0,0,0.2,-,0.2,-,-,0,0,0.2
156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.1,0.2,0.4,0.4,0.7,1.4,1.7,1.5,2.7,2.1,2.3,1.8,1.8,1.3,1.3,0.9,1.3,1.1,0.7,0.3,0.6,0.7,0.6,0.8,0.2,0.3,0.1,0.2,0.2,0.1,0.2,-,0,0.1,-,0,-,0.1
157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.4,0.5,0.5,1.1,1.3,0.6,1.1,1.8,1.5,2.1,1.7,1,1.1,1.4,1.2,1.1,0.5,0.4,0.4,0.4,0.5,0.3,0.5,0,0,0.1,0.1,-,0.1,0.1,0.1,0.1,0.2,0.1,-,0.1
158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.1,0.4,0.4,0.7,0.8,0.9,1.1,1.5,1.8,1.3,0.9,0.9,0.9,1,0.5,0.5,0.5,0.5,0.2,0.5,1,0.1,0.3,0.2,0.2,0.2,0,0.1,0.3,0.1,0,0.2,-,0,-,0.4
159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0.1,0.2,0.2,0.8,0.5,0.7,0.9,0.6,0.8,0.9,0.4,0.8,0.9,0.9,0.7,0.4,0.4,0.7,0.1,0.2,0.1,0,0.1,0.1,0.1,0,0.1,-,0,-,0.1,-,0,-,0.2
160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.1,0.1,0.3,0.3,0.4,0.3,0.8,1,0.7,1,0.7,0.9,0.7,0.7,0.7,0.4,0.1,0.4,0.4,0.1,0.3,0.4,0.1,0,0.1,0.4,0,-,0,0.1,0.1,0.1,-,0,0.1
161,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0.2,0.1,0.1,0.1,0.2,0.4,0.3,0.6,0.4,0.6,0.2,0.3,0.3,0.4,0.1,0.3,0.4,0.1,0.5,0.1,0,0,0,-,-,0.1,0.1,0,0.1,0,-,-,0,0.2
162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.2,0.1,0.4,0.5,0.3,0.3,0.2,0.3,0,0.3,0,0.3,0.1,0,0.2,0.1,0.1,-,0.2,0.2,-,0.4,-,-,0.1,0.1,0.2,-,0,0,0,0.1
163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0.1,0.1,0.2,0,0.1,0.2,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.2,-,-,0.1,-,-,0.1,0.1,-,0,0,0,-,0.3
164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.1,-,0.1,0.1,0.3,0.1,0.2,0,0.3,0.1,0.1,0,0.1,0.3,0.1,0.1,0,-,0.2,0.2,-,-,0,0.3,0,-,0,-,-,-,-,0.1
165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0.1,-,0,0,0.1,0.2,0.1,-,0.1,-,0,-,0,-,-,0.1,-,0,-,-,0,-,-,-,-,-,-,-
166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,0.1,-,0,0.1,0.2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,-,-,0,-,0.2
167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,-,-,-,-,0,-,0.1,0.2,0.1,-,0.1,0,-,0.1,-,0,0,-,-,-,0.1,0.2,-,-,-,0.2,0.1,-,0.1
