137,-,-,-,-,-,0.1,0.2,0.6,1.7,3.4,4.2,6.0,6.8,4.5,4.1,3.9,2.6,2.6,1.2,1.1,1.2,0.8,0.7,0.8,0.3,0.3,0.1,0.4,0.1,0.1,0.0,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-
138,-,-,-,-,-,0.0,0.1,0.7,1.8,2.4,4.9,5.1,6.7,5.4,4.7,4.9,3.6,3.3,2.2,2.0,1.1,1.4,0.6,0.5,0.1,0.6,0.1,0.3,0.3,0.1,0.1,0.0,0.0,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,-,-,-,-,-,-,0.0,0.3,0.9,2.1,3.1,4.4,6.1,5.8,4.7,4.9,4.6,4.1,2.8,1.6,2.5,1.5,0.9,0.9,0.7,0.4,0.7,0.2,0.5,0.1,0.0,0.1,0.2,0.0,0.0,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,-,-,-,-,-,-,0.0,0.2,0.2,1.3,2.6,4.3,6.0,5.4,6.8,5.1,3.1,3.7,2.4,2.4,1.6,1.2,1.2,1.9,0.6,1.1,0.4,0.3,0.2,0.2,0.1,0.0,0.1,0.2,0.3,0.1,0.0,-,0.0,0.0,0.1,-,-,-,-,-,-,-,-,-,-,-
141,-,-,-,-,-,-,0.0,0.1,1.0,0.8,1.3,3.0,5.1,4.8,5.2,5.5,4.5,2.8,3.0,2.7,3.4,2.1,1.9,1.4,1.0,0.4,0.5,0.4,0.7,0.3,0.2,0.4,0.1,0.0,0.2,0.1,0.1,-,0.0,-,-,-,-,-,-,0.0,-,-,-,-,-,-
142,-,-,-,-,-,-,-,0.1,0.1,0.6,1.7,2.4,4.2,4.5,5.6,5.9,5.3,5.4,5.1,3.9,4.3,2.3,1.0,1.1,1.5,0.9,0.9,0.6,0.4,0.6,0.4,0.4,0.3,0.0,0.2,0.1,0.0,0.1,0.1,0.1,-,-,0.1,-,-,-,-,-,-,-,-,-
143,-,-,-,-,-,0.0,-,0.0,0.1,0.6,0.7,1.6,3.6,3.9,4.4,4.8,4.4,5.1,4.5,3.2,4.4,1.7,2.3,2.1,1.7,0.9,1.2,0.7,0.7,0.4,0.2,0.9,0.2,0.2,0.2,0.2,0.0,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,0.0
144,-,-,-,-,-,-,-,-,0.0,0.1,0.4,0.4,1.4,2.8,3.4,4.2,4.7,3.2,3.8,3.2,2.7,3.1,2.8,1.2,1.6,0.8,1.6,0.3,0.6,0.9,0.4,0.3,0.4,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,-,-,0.1,-,-,-,-,-,-,-,-
145,-,-,-,-,-,-,-,0.0,-,0.1,0.4,0.3,1.4,1.6,2.5,4.2,3.8,3.3,3.6,3.7,3.8,2.8,2.1,2.2,1.9,1.2,1.5,0.8,0.6,0.4,1.2,0.3,0.2,0.2,0.2,0.6,0.2,0.3,0.1,0.2,0.0,-,-,0.0,0.0,-,-,-,-,-,-,0.1
146,-,-,-,-,-,0.0,-,-,-,0.1,0.2,0.4,0.7,1.6,1.6,3.8,3.1,3.6,4.4,3.6,2.8,3.3,1.8,1.1,1.7,2.0,1.1,1.3,1.0,0.6,0.7,0.5,0.2,0.4,0.1,0.3,0.3,0.1,0.1,0.3,0.1,0.1,0.0,0.0,-,0.1,-,-,-,0.0,-,0.1
147,-,-,-,-,-,-,-,-,0.0,-,0.1,0.1,0.5,0.8,1.4,1.8,2.5,2.6,3.2,3.0,3.8,2.1,2.7,2.6,1.5,1.4,1.0,1.3,1.2,0.8,0.8,0.4,1.1,0.3,0.4,0.2,0.3,0.2,0.5,0.1,0.0,-,0.0,0.0,0.0,0.2,0.1,-,0.0,-,-,-
148,-,-,-,-,-,-,-,-,0.1,0.0,-,0.3,0.4,0.2,1.5,1.2,2.0,2.3,2.7,3.1,2.5,2.8,1.8,2.3,1.9,1.7,1.7,1.6,1.0,1.2,0.7,0.6,0.5,0.6,0.2,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.1,-,-,0.0,0.0,0.0,-,-,0.1
149,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.3,1.3,0.8,1.1,1.8,3.1,2.4,2.7,1.7,1.4,1.7,1.5,1.8,1.3,0.8,0.5,0.7,0.7,0.2,0.6,0.6,0.2,0.2,0.4,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.0,-,-,0.0,-,-,-
150,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.2,0.4,0.7,1.8,1.1,1.0,1.8,2.1,1.3,1.7,1.8,1.9,1.7,1.2,1.7,0.8,0.5,0.5,0.7,0.4,0.5,0.3,0.4,0.1,0.2,0.2,0.2,0.2,0.1,0.0,-,-,-,0.0,-,-,0.0,0.1,0.0
151,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.2,0.3,0.2,0.7,1.1,1.0,1.6,1.7,1.1,1.5,1.4,0.6,1.5,1.4,1.1,1.0,0.9,1.1,0.7,0.5,0.6,0.6,0.6,0.2,0.3,0.3,-,0.3,0.1,0.1,0.1,-,0.0,0.0,-,0.0,0.0,0.0,0.0
152,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.2,0.1,0.2,0.6,0.3,1.3,1.0,1.0,0.7,1.0,1.0,1.2,1.3,1.4,0.8,0.9,0.5,0.8,0.5,0.3,0.2,0.2,0.0,0.0,0.1,0.1,-,0.1,0.2,0.0,-,0.1,0.0,0.1,0.1,-,-,0.1
153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,0.1,0.3,0.1,0.6,1.4,1.1,1.5,0.7,0.7,0.9,0.9,0.9,0.9,0.3,0.7,0.8,0.4,0.6,0.3,0.5,0.4,0.2,0.2,0.2,0.1,0.1,0.2,0.1,-,0.1,0.0,0.0,0.2,-,-,0.1
154,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,0.2,0.6,0.5,0.3,0.8,0.5,0.5,0.7,0.7,1.0,1.3,0.7,0.5,0.4,0.5,0.7,0.3,0.1,0.4,0.2,0.3,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.2,-,0.0,-,-,0.0,0.4
155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,0.1,0.1,0.2,0.3,0.3,0.8,0.8,0.5,0.6,0.5,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,-,0.0,0.2,-,0.2,-,0.0,-,-,0.1
156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,0.0,0.2,0.4,0.1,0.1,0.5,0.4,0.4,0.2,0.5,0.1,0.7,0.6,0.3,0.1,0.1,0.3,0.1,0.1,0.2,0.0,0.3,0.1,0.1,0.0,-,0.1,-,0.1,-,-,0.0,0.2
157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,-,0.1,0.0,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.3,-,0.3,0.1,-,0.1,0.1,0.2,0.0,0.2,-,0.1,-,-,0.0,0.2,0.1,-,-,-,0.2
158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,0.1,-,0.0,-,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.0,-,0.1,-,0.0,0.0,-,0.2,0.1,0.1,-,0.1
159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,0.1,0.1,0.3,0.2,0.0,0.0,0.4,0.3,0.2,0.0,0.1,0.0,-,0.1,-,0.1,-,-,0.1,0.1,-,0.0,0.0,-,0.1,-,-,-
160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,0.1,0.2,0.2,-,0.0,-,0.0,0.0,0.0,0.1,-,0.0,-,-,-,0.1,-,-,-,0.1,-,0.0,0.0,-,-,0.0
161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.0,-,-,0.3,0.1,-,0.0,0.0,-,-,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-,-,-,-,-,-,0.1,-,-
162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,0.0,-,0.3,-,0.1,-,-,0.1,-,0.1,-,-,-,-,-,-,-,0.0,-,-,-,-,0.0
163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.0,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1
